"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Bahamas, The","BHS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62407215325273","2.41665687135929","1.99664588323787","1.54391907679802","1.386327224371","1.23633658361495","1.22133312463619","1.37761901487365","1.28127395301882","1.13736829839783","1.14686889330015","1.08850568287092","1.02786884687533","1.00235046007608","",
"Belarus","BLR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62249864791779","2.79097146104819","3.62160825483893","1.6994693688603","1.26069124558484","1.76896606903305","1.49509848950618","1.36675906723312","1.34698592042742","1.43828756434444","1.40024408626422","1.29906358027392","1.35822274853076","1.49845313530187","1.70941249195756","1.64976591437478","1.45349285157346","1.37257698145111","1.3902323802668","1.26606175778046","1.28438943312552","1.32850775684332","1.32821866027361","1.32516700841219","",
"Belize","BLZ","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19933223186011","1.1545212444014","1.064235253246","1.02117439614263","1.09498699001042","1.35993607450423","1.29855674618199","1.24198256956287","1.43585418843405","","","0.855229012810122","0.85502917553563","0.839624895924018","0.863534852888526","0.896742493725607","0.961294719937691","1.00890056445482","1.06612107742017","1.36665325029676","1.29005122426171","1.09680094515509","1.03541589840369","0.966989070315955","1.09352734595652","1.03385794645854","1.12000458490457","",
"Bermuda","BMU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.02098131957809","2.15630466709412","2.81587675464827","2.68832092279541","2.50611815041751","1.91635223872274","2.25029781437789","2.0961640136506","1.98680505480418","2.27361215695008","2.69110936522034","2.13328820239564","2.06297151860293","2.26490536114421","2.02945083643264","2.14579084614742","1.92498179526408","1.77254264093404","1.56765620361775","1.68658078420332","1.9622682154871","1.99410155511924","1.66624358118889","1.68411557341547","1.8455934684805","1.840907031191","1.89683777477588","1.62216091994351","",
"Brazil","BRA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11896045948204","2.52469887414878","2.36388307730351","1.95401917526457","1.52162666305541","1.92777043687424","1.97308864044664","1.82250670957093","1.65484467624359","1.57768864045273","1.66229195162174","1.64547384369561","1.73072480616599","1.95188165586933","1.89577025070057","1.50347710732145","1.46126931426382","1.52401381379389","1.48108489489303","1.46629204602643","1.44192413474423","1.53862539903512","1.53940658512634","1.41273048784336","1.38119466190808","1.33323803173355","1.35167944071978","1.38666829710795","",
"Barbados","BRB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62997709980055","6.23437306302924","6.56636890769472","6.63017982799062","6.01614086573734","5.69791980705457","6.40717603716162","6.03576751117735","6.4189657562734","7.1012051315278","7.25663716814159","5.61754520969604","4.06921009179954","3.88621404429925","3.87075867472143","3.71142426370048","2.53272673751367","2.60809540585082","2.5581867462608","2.63835089525151","2.51496477578574","3.25885736613863","2.85045478865704","2.24220057503326","2.15897155820695","2.27748575467114","3.08239225628025","3.27929182135223","",
"Bhutan","BTN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54491500889201","3.33348086037772","4.1220302452374","4.36913088479754","4.2924873398187","4.4631090031502","4.00149546114425","3.50640908328377","2.89949053360555","3.19719224347712","3.77939142461964","3.0921005938158","3.19123358922349","3.83125064320665","4.11022489539749","4.00736056928145","3.50588177652335","2.8580113931112","2.69511676817568","2.80145265623219","3.03696817935161","3.2155921082593","2.72685678118984","2.35796296284829","2.27040722238595","2.01652051971946","2.3865331519459","2.79656270103894","",
"Central African Republic","CAF","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56806934196677","1.64212531741424","1.49708784517113","1.25588265167931","1.16678191990947","1.21019207119553","","","","","","1.07747534717208","1.31773242963476","1.18918435496746","1.14020437525299","","1.12550729567351","1.58718333424916","1.81621084895056","2.59742642993907","","","","","","",
"Canada","CAN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9507896367879","1.90194402011282","1.92183371645188","1.85780397080885","1.8212854686817","1.77912404916412","1.6566350899992","1.51931968833726","1.37073334087883","1.21705671632544","1.22637483396369","1.21448824040077","1.11808087955152","1.13736897251656","1.12085229164355","1.11587879854277","1.10796602708278","1.11066965508092","1.12583240797021","1.18890178274099","1.24862138163726","1.38104398145933","1.19715293198912","1.19608378222317","1.12109997322812","1.0076931898596","1.00089050263983","0.969375098321575","",
"Central Europe and the Baltics","CEB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.659843810561","3.2680372231299","2.59891216160095","2.41539425073001","2.17063228580591","2.10840851468508","2.33663492341613","2.2051134049532","2.22104594648892","2.08718441440108","1.95288191363253","1.86152460090149","1.89344472418128","1.89634265577658","1.86273896485622","1.75868647882241","1.78576310398457","1.70703552756263","1.66815239919236","1.53596050381198","1.5446344263271","1.48253616365047","1.4157761689886","1.39964151255422","1.37483567555734","1.41838025464184","1.54130256637078","",
"Switzerland","CHE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56923575123324","1.52902463106051","1.57574655069227","1.5421707734549","1.52622230488227","1.36950500019686","1.33575284786421","1.3592159835145","1.28617515540866","1.22058402947005","1.18459029932125","1.08550894866457","1.03077964024021","0.991888974440565","0.957306223859128","0.929084495985255","0.890330025343219","0.855037035066058","0.775655590585994","0.73829091818069","0.743077466758481","0.75171106634538","0.708080592342596","0.714349521831468","0.690494707789343","0.734904884710808","0.656430920476783","0.711015328688852","",
"Channel Islands","CHI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05812560975408","3.48405109624876","3.26844355678575","2.84983201321253","2.62851242570638","2.70692560535297","2.65807074205007","2.56206254760154","2.51302217679646","2.56086548267822","2.66129295153154","2.79897902292449","2.6520545464203","2.61704658061725","2.50694683078604","2.34862582281646","2.47646480678805","2.41249672917993","2.41166070382135","2.28688278866468","2.53068975435177","2.18676664875179","2.1637184708452","2.16881938110477","2.06467529392943","2.04611359001906","1.98173171228725","1.91615274404219","",
"China","CHN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49918537576326","2.55599632276969","2.40789240011633","2.51862939197264","2.03147256203537","1.78100010074531","1.7163366422182","1.68605113779847","1.67480208725926","1.70330037386999","1.92205312057775","1.89293844238346","2.08118419765944","2.18541270564642","2.11568631548953","2.06371059900499","2.00042466373805","2.01072344953433","1.916857936148","1.87925167598066","2.06722086544849","1.8965298861982","1.82192749816085","1.83921096459762","1.85118026567166","1.90464935549125","1.95101963802595","",
"Cote d'Ivoire","CIV","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24914713002361","1.32900911804101","1.33360324963219","1.37400030261087","1.40588053436141","1.34563357769457","1.0112601631866","","0.845688055028781","0.797853681807977","","","","","","1.39160509170093","1.51507182012153","1.46253421225943","1.5019486655863","1.59076449926457","1.52285574168237","1.73023945566363","1.55796604921668","1.40783066355079","1.50735197528083","1.37538725031253","1.52578573067153","1.46531925101075","",
"Cameroon","CMR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26160386177472","1.33365118764917","1.46638630311001","1.50502961609933","1.52253311706905","1.32612626187666","1.31033949718511","1.25164434043879","1.22483905868208","1.30124132233517","1.39650840598324","1.44385298425916","1.32474886472856","1.29036003476202","1.33850675603209","1.38381421666365","1.40160383186634","1.34486664479742","1.43110811198763","1.45214482356192","1.48607373789824","1.46812732133452","1.49880257337107","1.3069309834938","1.33894924209206","1.32862297732745","1.25278888176845","1.24512988944819","",
"Congo, Rep.","COG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28258629572385","4.07841073542955","","","","","","","","1.94849387296783","2.34120385766545","2.68249827738951","2.67387409398159","1.65789391721431","1.63711472814525","2.00221440817399","1.75161446869554","","1.81872994981216","","","2.60585813449002","4.97193978726921","","",
"Colombia","COL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19923575705026","2.18818120361601","2.20979485886035","2.2101607794291","2.49738580099219","3.00695933401865","2.50840842492356","2.83162627876616","4.44537608353311","2.80179937307233","3.4409778550083","3.76274193373332","3.03168353865852","3.32387281880532","3.41712762358197","3.46398869081496","3.46501517406307","3.35287338750456","3.27613063886762","3.26673966297973","3.70974427551673","3.86329454054022","3.63114856383642","3.07278341135743","3.16677706852945","3.28882458335503","3.13040424762312","3.37716598260096","",
"Comoros","COM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92145885724258","","","","0.996156322596564","0.55776974085668","0.843963058061036","1.27407720110806","0.849027389558463","0.836178851424029","0.864732816455006","0.844799645619922","1.26126169762313","0.823865508908088","0.728028800681913","0.710453146494567","0.69804407854276","0.728660853623869","0.630491125888746","0.524703169514095","0.601269381744799","0.490877611423632","0.495061946520428","0.523241664638598","0.555765135486784","0.530303913318192","0.534088773418504","0.556512045730214","",
"Costa Rica","CRI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Caribbean small states","CSS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.710829157146251","","","0.745471189922639","","","","","",
"Cuba","CUB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.48604344164869","6.53027153980489","6.40627829058045","6.51073069424541","","1.81249513228","","","","","","","","","","3.50681726390262","3.41074476216403","3.86852139329616","3.23821008264745","3.22915866799765","3.32465550444609","3.38103629914334","3.32684576904064","3.08449874141435","3.93770496061953","3.51265137777593","","","",
"Curacao","CUW","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.70025602914459","5.36935509753425","7.3740356129737","7.26477612246644","9.12928604418492","4.07495260499477","4.02398919595774","3.04103421492608","4.52471482889734","5.573910769889","4.67631794591642","2.73385096955161","2.76736544958119","3.10267260771014","2.09385086485144","1.98113647311093","1.94433881718193","2.00808553646471","1.86918186401702","1.6769939173441","1.63001157529201","1.81701341473211","1.86844218762144","1.74901551358008","1.65716340473622","1.60010376306697","1.53517310472808","1.80811013085977","",
"Czech Republic","CZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01615474246767","1.98091127888914","1.78943937624793","1.68313084581341","1.60385622156431","1.75689948646193","1.86332186117195","1.88270821830627","1.75509691225471","1.82918859178489","1.89899338239153","1.71638442469078","1.79390737550844","1.57845258702911","1.43401345418455","1.24091672299224","1.32142238808596","1.20662395340408","1.08546999012087","1.03468252513848","0.994729788820652","0.973401805234331","0.960302901562481","",
"Germany","DEU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51434702167622","2.41106638927471","2.3977393938514","2.1224205595645","1.97650001179718","1.79914786537417","1.64695212234127","1.58825202224469","1.55726982017526","1.49718619890295","1.47763138988123","1.48207159738096","1.44362337465981","1.40596830057114","1.4107699758746","1.39904868293034","1.34808994900071","1.32993750162983","1.26877676799331","1.23705351281021","1.28131660511996","1.38890695368007","1.35365069029402","1.28111219627689","1.31126144743425","1.22399371603261","1.18843474364981","1.17108829406295","",
"Djibouti","DJI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.84748568520517","7.59690316456887","6.87911907469007","6.8713259943467","7.0338155153541","6.66573298916049","6.24603042908558","5.94872026770372","4.96497522637963","5.28230500582072","5.19277606727632","4.99534494141554","4.72126354944046","4.55054821263219","5.62506425218077","6.71395128375836","5.60836325237592","6.32869881450543","6.44004537304695","4.07099201688201","3.63073180072313","","","","","","","","",
"Dominica","DMA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01580674338409","1.95166929726453","1.91887814973705","1.92273715388328","1.85850145583817","1.87603062301725","1.7411830980826","1.6853146650741","1.64481665845606","1.61596120506505","1.60802638812534","1.56485472255403","1.45744405054744","1.53238072045298","1.50814985204971","1.46685124979903","1.42444199223901","1.31103151076842","1.3771213510563","1.3069321276126","1.35796171115415","1.35642341037933","1.40816801944126","1.3231671797378","1.3607064603944","1.24411616373876","1.17209860680413","1.17339689233167","",
"Dominican Republic","DOM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.880047444998526","0.800368024928004","0.675729466250946","0.348548928102669","0.55975394149655","0.750161369771974","0.726645055821939","0.544154567761294","0.630320831122","0.783204378335852","0.780062374149809","0.81624388755279","1.04336342418103","1.24795166741312","1.09045190254264","0.777279333010674","0.70800214028739","0.814214089776295","0.72454918755803","0.627619057134978","0.699861657170523","0.667461170261949","0.667881925181034","0.603601455237071","0.653627046805837","0.618695111122342","0.670803566417521","0.650728660771037","",
"Algeria","DZA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74077245946988","1.53555395922568","1.45735875532722","1.2361160798337","2.19423769902237","2.55660378038205","3.13778074205861","2.95624430046886","3.09412450495031","3.63736433431785","3.96565963437773","3.75507988715379","3.43339399957547","3.82069266138159","3.70082665872287","3.25121021256678","3.2838862856514","2.83417670102573","2.64380885382081","2.92332215218609","3.02474618229292","3.84851551289702","3.5180231996262","4.32583624127387","4.46132676513988","4.96196381102969","5.55605983091194","6.23794660869253","",
